"Campaign Name",Day,"Ad Set Name","Ad Name","Impression Device","Delivery Status","Delivery Level",Reach,Impressions,"Amount Spent (BRL)",Frequency,"Unique Link Clicks","Link Clicks","Page Engagement","3-Second Video Views","Video Average Watch Time","Clicks (All)","Leads (Form)","Page Likes","Post Engagement",Objective,"Reporting Starts","Reporting Ends"
"[remo] Event Responses",2019-02-01,"[remo] Event Responses | Stand-up Grajaú","[remo] Stand-up Grajaú | Comediando 01.02.2019",android_smartphone,inactive,ad,1506,1519,16.19,1.0086321381142,15,15,20,,,44,,,20,EVENT_RESPONSES,2019-02-01,2019-02-01
"[remo] Messages",2019-01-09,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",desktop,not_delivering,ad,4,4,0.02,1,,,1,1,5,0,,,1,MESSAGES,2019-01-09,2019-01-09
"[remo] Reach",2019-02-28,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,6,6,0.02,1,,,1,1,6,0,,,1,REACH,2019-02-28,2019-02-28
"[remo] Reach",2019-04-29,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,3,3,0.02,1,1,1,1,,1,1,,,1,REACH,2019-04-29,2019-04-29
"[remo] Post Engagement",2019-03-05,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",ipad,not_delivering,ad,3,3,0.02,1,,,2,2,26,2,,,2,POST_ENGAGEMENT,2019-03-05,2019-03-05
"[remo] Reach",2019-02-20,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,2,2,0.02,1,,,1,1,2,0,,,1,REACH,2019-02-20,2019-02-20
"[remo] Reach",2019-04-30,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,5,5,0.02,1,,,1,1,7,0,,,1,REACH,2019-04-30,2019-04-30
"[remo] Reach",2019-02-24,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,16,16,0.02,1,,,1,1,2,0,,,1,REACH,2019-02-24,2019-02-24
"[remo] Event Responses",2019-02-01,"[remo] Event Responses | Stand-up Grajaú","[remo] Stand-up Grajaú | Comediando 01.02.2019",android_tablet,inactive,ad,1,1,0.02,1,,,,,,0,,,,EVENT_RESPONSES,2019-02-01,2019-02-01
"[remo] Reach",2019-02-23,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,5,5,0.02,1,,,,,0,0,,,,REACH,2019-02-23,2019-02-23
"[remo] Event Responses",2019-04-09,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",ipad,inactive,ad,1,1,0.02,1,,,,,,0,,,,EVENT_RESPONSES,2019-04-09,2019-04-09
"[remo] Event Responses",2019-04-11,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",ipad,inactive,ad,1,1,0.02,1,,,,,,0,,,,EVENT_RESPONSES,2019-04-11,2019-04-11
"[remo] Reach",2019-03-08,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,6,6,0.02,1,,,,,1,0,,,,REACH,2019-03-08,2019-03-08
"[remo] Reach",2019-04-25,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,2,2,0.02,1,,,,,1,0,,,,REACH,2019-04-25,2019-04-25
"[remo] Messages",2019-01-05,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",ipad,not_delivering,ad,1,1,0.02,1,,,1,1,4,0,,,1,MESSAGES,2019-01-05,2019-01-05
"[remo] Post Engagement",2019-03-03,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",ipad,not_delivering,ad,4,4,0.02,1,,,3,3,4,0,,,3,POST_ENGAGEMENT,2019-03-03,2019-03-03
"[remo] Messages",2019-01-06,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_tablet,not_delivering,ad,2,2,0.02,1,,,,,1,0,,,,MESSAGES,2019-01-06,2019-01-06
"[remo] Reach",2019-04-22,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,8,8,0.02,1,,,,,1,0,,,,REACH,2019-04-22,2019-04-22
"[remo] Reach",2019-02-20,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,8,8,0.02,1,,,,,1,0,,,,REACH,2019-02-20,2019-02-20
"[remo] Reach",2019-04-19,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,7,7,0.019980079681275,1,,,,,1,0,,,,REACH,2019-04-19,2019-04-19
"[remo] Reach",2019-04-19,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",desktop,not_delivering,ad,17,17,0.019980079681275,1,,,,,0,0,,,,REACH,2019-04-19,2019-04-19
"[remo] Reach",2019-02-17,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,9,9,0.01998,1,,,,,1,0,,,,REACH,2019-02-17,2019-02-17
"[remo] Reach",2019-03-11,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,1,1,0.01,1,,,,,2,0,,,,REACH,2019-03-11,2019-03-11
"[remo] Reach",2019-02-15,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,1,1,0.01,1,,,,,,0,,,,REACH,2019-02-15,2019-02-15
"[remo] Messages",2019-03-08,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",desktop,not_delivering,ad,1,1,0.01,1,,,,,,0,,,,MESSAGES,2019-03-08,2019-03-08
"[remo] Messages",2019-01-15,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_tablet,not_delivering,ad,1,1,0.01,1,,,,,1,0,,,,MESSAGES,2019-01-15,2019-01-15
"[remo] Post Engagement",2019-03-07,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",ipad,not_delivering,ad,3,3,0.01,1,,,3,3,3,0,,,3,POST_ENGAGEMENT,2019-03-07,2019-03-07
"[remo] Messages",2019-01-15,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",desktop,not_delivering,ad,1,1,0.01,1,,,,,,0,,,,MESSAGES,2019-01-15,2019-01-15
"[remo] Reach",2019-03-09,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",ipad,not_delivering,ad,1,1,0.01,1,,,,,1,0,,,,REACH,2019-03-09,2019-03-09
"[remo] Post Engagement",2019-03-06,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",ipad,not_delivering,ad,2,2,0.01,1,,,1,1,2,0,,,1,POST_ENGAGEMENT,2019-03-06,2019-03-06
"[remo] Messages",2019-03-05,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_tablet,not_delivering,ad,1,1,0.01,1,,,,,,0,,,,MESSAGES,2019-03-05,2019-03-05
"[remo] Post Engagement",2019-03-06,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_tablet,not_delivering,ad,2,2,0.01,1,,,,,1,0,,,,POST_ENGAGEMENT,2019-03-06,2019-03-06
"[remo] Messages",2019-03-02,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",desktop,not_delivering,ad,1,1,0.01,1,,,,,,0,,,,MESSAGES,2019-03-02,2019-03-02
"[remo] Messages",2019-03-05,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",desktop,not_delivering,ad,3,3,0.01,1,,,,,,0,,,,MESSAGES,2019-03-05,2019-03-05
"[remo] Reach",2019-03-07,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,6,6,0.01,1,,,,,0,0,,,,REACH,2019-03-07,2019-03-07
"[remo] Reach",2019-03-11,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,5,5,0.01,1,,,,,0,0,,,,REACH,2019-03-11,2019-03-11
"[remo] Reach",2019-03-04,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_tablet,not_delivering,ad,2,3,0.01,1.5,,,,,1,0,,,,REACH,2019-03-04,2019-03-04
